OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-0.9132162338579334	-0.5420380555473153	-0.9018499789079885	-1.534913621113934	-0.6610907271910786	-0.6794575575715407	0.40064722052282803	-0.9700171337842857	-1.626379626754263	-1.2039006722965686	-2.879382638782058	-1.8416629728328997	-1.1587514286937521	-1.446934455954395	-0.6443071024337754	-0.5075827599241425	-1.1883645691462565	-0.512925319948276	-0.07369688813860564	-0.5428785420499038	-0.35752946268417823	-2.554697057863487	-1.0540927027897475	-1.3375210295767486	-1.4131151871478154	-0.43908943912011134
-0.5515218785885228	-1.7393720918733013	-0.4111954329844497	-1.664745434758939	-0.9991346425567468	-1.5344956303704944	-0.3170671972827844	-2.464345139503214	-1.0206331138782188	-0.917842440914574	-1.8385637341740129	-1.4799549759601824	-0.1413028099616662	0.7399344890375401	-2.9367731980030185	-0.9925174236687941	-2.3989691306511904	-0.6857095160120039	0.15328652099086262	-1.0025991910479572	-0.03637791489059239	-0.9026588912032982	0.19421315631120725	-0.21943792382894028	-0.7804132554266838	-1.8959317735362833	-0.7223722523409946
OG0002034.0	OG0002909.2	OG0000100.1	OG0000349.0	OG0004599.4	OG0002973.1	OG0007742.2	OG0005721.0	OG0014851.2	OG0002449.21	OG0001230.26	OG0005828.2	OG0000026.45	OG0010585.2	OG0007753.0	OG0006945.0	OG0004975.0	OG0000658.0	OG0000048.382	OG0000042.23	OG0000169.16	OG0004699.1	OG0000082.1	OG0002116.0	OG0000230.58	OG0001546.1	OG0000074.152
-0.7901099927659606	-0.9285118944158176	-0.00926292132896792	-0.4111954329844497	-1.3015147923431765	-0.6130787177821835	-1.479150349591925	-0.9263168463835602	0.34834574511348076	-0.291238890816222	-0.938984225318372	-1.7475843409673495	-0.1413028099616662	-2.0715728231243147	-2.0098438333726087	-1.7273795453370082	-1.1497606448340905	-0.9235777245413976	-0.7607241741174424	-1.0843643765696869	-0.3176064889372687	-1.5462453931483024	-0.853866171106625	-0.43693951723612684	-0.15136203809529378	-1.0752159943555015	-0.5625591756364571
OG0000750.0	OG0000812.32	OG0006844.0	OG0000109.0	OG0000214.0	OG0003661.0	OG0000575.28	OG0005171.24	OG0001620.0	OG0005913.6	OG0001137.24	OG0003494.6	OG0000011.1	OG0004977.0	OG0000310.18	OG0000473.17	OG0009797.0	OG0009080.2	OG0000082.1	OG0004814.0	OG0000380.29	OG0000105.0	OG0001991.0	OG0004978.3	OG0002270.30	OG0012079.4
-0.6604064990346017	-2.3320624720210756	-1.3029379195026087	-0.30953820508128127	-0.42953706897395905	-1.0072315692310758	-0.6810758359699232	-1.304362451872992	-0.37763184758309515	-2.0715728231243147	-1.037413961643117	-0.044984843562929595	0.5140970048942337	-0.4291485165770805	-0.14082554413356455	-0.923304098169617	-0.8383057645638685	-1.5361683204603513	-0.853866171106625	-0.9753966328593433	-1.386091221203337	0.3918776772778659	-1.3440986779354065	-1.1253210507925446	-0.27369190923451486	-2.455613533510315
OG0000032.252	OG0001820.0	OG0000109.0	OG0001646.1	OG0003308.0	OG0010608.0	OG0002101.0	OG0000006.1	OG0000350.8	OG0004239.0	OG0005050.1	OG0000559.30	OG0004564.10	OG0000139.0	OG0003818.6	OG0002086.0	OG0000206.0	OG0005852.2	OG0007943.0	OG0002858.1	OG0005606.20	OG0004475.8	OG0002293.0	OG0000001.425	OG0000012.918	OG0001351.24
-0.3082871842179762	-0.3980183001673634	-0.30953820508128127	-0.12233426620334202	-2.1713684183119812	-2.0643139648378215	-1.0664273617389761	-0.6531281860557505	-0.40144422667648927	-1.4643451395032143	-1.2618807112174235	-1.033864894562046	-0.70509992828243	-0.6077925010310296	-0.28401879681160275	-1.624599071093643	0.24865627000440324	-2.270207978440035	-1.7563309190331373	-1.3606752108291549	-0.7828933919166083	-1.948419079369355	-0.6029637591278236	0.661840791305371	-0.17576167339628612	-0.8305880480086453
OG0004979.3	OG0000011.866	OG0005431.0	OG0000945.1	OG0000349.0	OG0000299.1	OG0000142.14	OG0001608.24	OG0005426.10	OG0000494.1	OG0003219.0	OG0000047.282	OG0000567.0	OG0000272.36	OG0001440.24	OG0001528.16	OG0003770.8	OG0012694.0	OG0000082.1	OG0004249.0	OG0000035.64	OG0006386.0	OG0011478.0	OG0000599.0	OG0006594.0	OG0004387.2
-1.3057883922321096	0.3951725059957788	-1.2604974943896143	-1.1571418167440228	-0.4111954329844497	-0.8820390472675833	-0.09557370739849257	-0.3122226226036953	-1.028263333263764	-0.5602173105240185	-0.4953287646142607	-0.4221724087637519	-0.6709338255493094	-1.0174170530774094	-1.0825300533208069	-0.10780328953451503	-2.0752159943555015	-2.3233715117570313	-0.853866171106625	-1.0034666297197794	0.0001442622910945383	-0.961563818343892	0.133695032513075	-0.9312604093276949	-2.9612828924271466	-0.8367589148364569
OG0010778.2	OG0000334.9	OG0001609.10	OG0005931.4	OG0001060.26	OG0001150.24	OG0002447.0	OG0002802.20	OG0000043.242	OG0006123.2	OG0000009.921	OG0000005.318	OG0013132.4	OG0010692.0	OG0000160.4	OG0010976.0	OG0000239.0	OG0002176.0	OG0006979.0	OG0004479.1	OG0000246.0	OG0000307.20	OG0000601.52	OG0000268.1	OG0003905.3	OG0000007.976	OG0002279.0
-1.9072513144604761	-0.4353779475630195	-0.7027498788282933	-2.356236145662658	-0.9387076615217063	-1.5829441401868507	-1.190009416024795	-0.7410590318944938	-0.1305233660345985	-2.0954195650786827	-0.07263446472662155	-1.488026018218199	-3.69637704380805	-1.7968615028091515	-0.030913993470059714	-1.0046240265254476	-0.4494932990471394	-0.6266023508057881	-2.014499569695115	-1.6452093507689292	-0.5324074912870507	-0.13336891930599895	-1.3313362222997793	-1.2873602020691484	-2.3371564825019373	-0.24982229440694287	-0.9252205735033867
OG0001354.22	OG0004340.4	OG0009271.0	OG0001391.24	OG0000349.0	OG0000857.0	OG0012125.2	OG0000002.763	OG0005847.4	OG0000001.1420	OG0000933.24	OG0004841.20	OG0002366.0	OG0005105.0	OG0000621.39	OG0001666.14	OG0000343.0	OG0011218.0	OG0010744.4	OG0000435.0	OG0000120.105	OG0000001.425	OG0000007.976	OG0003073.0	OG0005097.2	OG0004316.0
-0.5627722610870904	-1.068241312155092	-1.1850804906944814	-1.7715199016700827	-0.4111954329844497	-0.6608626150804147	-2.207561069935362	-0.7257085158978973	-1.0445383960764985	-0.01727103870140411	-0.3923264396509436	-2.1700692781603577	-0.5147792868440939	-1.5985879746361915	-0.9953907467474107	-1.2695122007362238	-0.009698583431293964	-2.2270164478618955	-1.333879697404169	0.490672809713238	-0.5544851616978876	0.661840791305371	-0.24982229440694287	-1.1989241408325426	-1.045431429247006	-2.1328942704973457
OG0006748.0	OG0001609.10	OG0006486.0	OG0001314.1	OG0004563.0	OG0003825.26	OG0003189.0	OG0004245.1	OG0001620.0	OG0004715.0	OG0001285.1	OG0000486.2	OG0011428.8	OG0000013.2	OG0000246.0	OG0000169.16	OG0005109.6	OG0004812.0	OG0000006.561	OG0000192.0	OG0000010.64	OG0001089.2	OG0005929.2	OG0000646.28	OG0002136.0	OG0001209.1	OG0006676.0
-1.1798414652698352	-0.7027498788282933	-1.3703403000726082	0.3674828981388679	-0.7809089417538033	-2.154570167148848	-0.9481407011647501	-1.7235628895637176	-0.37763184758309515	-1.2179269845661476	-1.8211260418302049	-0.6604064990346017	-2.072786191607015	0.07464243793449277	-0.5324074912870507	-0.3176064889372687	-1.5215976219627267	-1.1275258029487878	-0.17266872938773947	-0.7107557148433575	-0.09403302480772001	-0.6252665219687858	-1.1313132346778652	-0.21943792382894028	-0.8008773579863994	-1.1558554189406567	-1.0110063596570187
OG0005663.12	OG0003918.5	OG0000711.2	OG0002622.0	OG0001628.0	OG0014764.4	OG0000092.1	OG0009822.0	OG0000522.0	OG0005933.6	OG0006817.2	OG0000056.0	OG0000060.0	OG0000139.0	OG0000239.0	OG0000047.282	OG0006596.0	OG0000002.1788	OG0001710.24	OG0001884.0	OG0002181.0	OG0000730.24	OG0002825.0	OG0000930.24	OG0010511.8	OG0012188.0	OG0005040.3
-1.54877569787331	-1.6051566384691394	-0.05304461335688118	-0.30329392074831124	-0.7473421358058826	-2.6556259667142674	0.8123750005659496	-0.718331420027155	-0.5944432366562431	-1.2810356642404614	-1.5920490827614273	0.25229454120183664	-0.3237325917341102	-0.6077925010310296	-0.4494932990471394	-0.4221724087637519	-2.52616114710497	0.2893623404769398	-0.4060248206794444	-1.2341258359102747	-0.5259534006806945	-0.42488133265145234	0.3494785145191088	-0.9205706849970848	-2.1015981400078068	-1.9850734557618972	-2.039784866105864
OG0005433.3	OG0000723.64	OG0004512.2	OG0001936.0	OG0005065.5	OG0000018.289	OG0000007.585	OG0000728.24	OG0000001.1420	OG0012533.6	OG0001009.24	OG0001157.1	OG0000110.3	OG0004733.0	OG0000239.0	OG0002471.0	OG0001252.1	OG0000423.2	OG0004010.24	OG0003714.0	OG0008496.8	OG0016181.4	OG0000435.0	OG0003077.15	OG0008978.2	OG0000837.0	OG0007182.0
-1.443791328260415	-1.1351106355302503	-0.9170249727422318	-1.478346171733372	-1.5683235586073672	-0.18885782633069192	-0.3949798469375905	-0.2368434162587132	-0.01727103870140411	-2.0788683888148345	0.3057954614204903	-1.0394882898809756	-0.4639470997597903	-0.8520421186128988	-0.4494932990471394	-1.4131151871478154	-0.705570397890672	-0.11185099598415361	-2.3503385593573003	-0.859090493458338	-1.8033929559051822	-2.0110063596570185	0.490672809713238	-1.479150349591925	-2.4188898247744506	0.21921499579542392	-1.4575933541049346
OG0000245.24	OG0002154.0	OG0002909.2	OG0002656.2	OG0000014.1	OG0005681.2	OG0001170.24	OG0001830.6	OG0000574.1	OG0004847.6	OG0000710.0	OG0000637.34	OG0000011.1	OG0000276.72	OG0007764.1	OG0000451.0	OG0008535.12	OG0003266.1	OG0010773.2	OG0001635.0	OG0005482.0	OG0000169.16	OG0011934.2	OG0000082.1	OG0005079.0	OG0000009.1514	OG0000001.425
-0.6384562020321349	-0.7319249774656762	-0.9285118944158176	-1.1548913727698764	-0.4737308279347723	-0.9534390942422588	-1.1472021071812288	-1.4363537305159362	-1.4100448054815682	-1.4916727707196795	-0.6517675807607293	-0.9974054832915477	0.5140970048942337	-0.8999642788381562	-1.4719288354212647	-0.2004152986302959	-2.002310160687201	-0.9315355490330943	-1.323371511757031	-0.5517333399360452	0.33124659930012	-0.3176064889372687	-2.23242994404826	-0.853866171106625	-2.780908941753803	-1.0142081455872887	0.661840791305371
OG0002569.7	OG0000119.0	OG0006085.0	OG0002209.38	OG0001313.24	OG0005093.2	OG0015378.0	OG0000302.34	OG0011273.2	OG0005963.0	OG0007742.2	OG0000350.8	OG0002729.16	OG0003986.6	OG0000559.30	OG0004372.18	OG0000056.0	OG0001329.24	OG0005285.0	OG0004010.24	OG0004975.0	OG0000343.0	OG0000391.20	OG0000442.2	OG0001913.2	OG0000516.6	OG0000012.918
-1.0779544229680562	-0.8567372069613801	-0.321747769277367	-1.22364329916394	-1.9290611786565626	-0.7838866415536987	-2.4932965131993434	-0.896200256842332	-0.9936660662779495	-1.058593158890855	-1.479150349591925	-0.40144422667648927	-1.4134994447185751	-0.7140651920561273	-1.033864894562046	-1.9833610578862109	0.25229454120183664	-1.1012885820105052	-1.7898605425983316	-2.3503385593573003	-1.1497606448340905	-0.009698583431293964	-0.35328433892264566	-0.22617242101930626	-0.8666995237702235	-0.3593790719643024	-0.17576167339628612
OG0001701.8	OG0011311.2	OG0005323.0	OG0004606.1	OG0004819.4	OG0010101.0	OG0000007.585	OG0000600.26	OG0002676.20	OG0000001.1420	OG0002134.0	OG0012726.8	OG0002449.21	OG0000239.0	OG0000276.72	OG0005095.4	OG0008579.6	OG0001995.0	OG0000009.1	OG0003984.0	OG0000228.54	OG0000169.16	OG0000391.20	OG0007079.10	OG0012829.2	OG0000815.24	OG0000054.0
-1.056491198838264	-1.273691909234515	0.46581778323171336	0.062259894470126094	-0.97171375692089	-1.286304185156641	-0.3949798469375905	-1.1446480989180383	-0.831614694585248	-0.01727103870140411	-0.6766875822420972	-2.252913416972182	-0.291238890816222	-0.4494932990471394	-0.8999642788381562	-1.5959688603781748	-1.0988145063072603	-0.3951695629008974	-0.4394806784556317	-1.3781942652528345	-0.48964565918638664	-0.3176064889372687	-0.35328433892264566	-1.3532843389226457	-1.7631706645136003	-1.1661788622094176	-0.11450372678347603
OG0000334.9	OG0001139.24	OG0000102.0	OG0001550.0	OG0002066.0	OG0003514.0	OG0001233.24	OG0000056.0	OG0001138.24	OG0003949.1	OG0009799.6	OG0012130.2	OG0002905.2	OG0009814.0	OG0000228.54	OG0000090.24	OG0003714.0	OG0002511.6	OG0000230.58	OG0000431.12	OG0004824.0	OG0005399.4	OG0007814.2	OG0000779.1	OG0007743.0	OG0000054.0
-0.4353779475630195	-1.3789444967002604	-0.012315322433239274	-1.0794780212096609	-0.67116353577046	-0.8839014477634204	-1.22431729826094	0.25229454120183664	-1.2249916123844051	-0.9959660987155103	-2.437525541903675	-3.039784866105864	-0.9640946162578721	-1.0424567992428948	-0.48964565918638664	0.15328652099086262	-0.859090493458338	-0.7993701020169257	-0.15136203809529378	-0.3122226226036953	-0.37819426525283456	-1.0490091001217243	-2.443791328260415	-1.3284348738289469	-1.386468347082073	-0.11450372678347603
OG0005669.0	OG0001371.24	OG0004970.0	OG0000349.0	OG0009208.0	OG0000611.0	OG0000043.242	OG0000074.152	OG0000001.1420	OG0005936.0	OG0004757.2	OG0002054.0	OG0000034.305	OG0000196.0	OG0006825.0	OG0000451.0	OG0000785.2	OG0003378.14	OG0007216.0	OG0004565.2	OG0000940.24	OG0003222.0	OG0002058.0	OG0003646.25	OG0002185.6	OG0001748.100	OG0000045.0
-0.8632836155116881	-1.1000510138103283	-1.572608370313282	-0.4111954329844497	-1.4386983058546305	-1.3061450976464348	-0.1305233660345985	-0.5625591756364571	-0.01727103870140411	-0.5240850278218214	-0.9301603749313656	-0.4835813583661318	-0.6588112275212595	-0.21089678249861854	-1.0914176345211863	-0.2004152986302959	-0.6060347243397574	-2.816037165157405	-1.2750878406843897	-1.4691302020685912	-0.9581963123429151	-1.5907448533151625	-1.13764780046798	-1.7437139294149082	-1.386091221203337	-2.5030775339919287	-0.2716005413289375
OG0010645.2	OG0000334.9	OG0000081.1	OG0002778.0	OG0004599.4	OG0004473.2	OG0001071.1	OG0000007.3	OG0000279.0	OG0006717.0	OG0003301.0	OG0000575.28	OG0005998.0	OG0001586.3	OG0000056.0	OG0003974.4	OG0011162.10	OG0006460.2	OG0008092.0	OG0004567.0	OG0002003.1	OG0005870.0	OG0001518.24	OG0000307.20	OG0004100.0	OG0000012.918	OG0000933.24
-1.4123469789076786	-0.4353779475630195	-0.890037746601182	-0.7941070724923293	-1.3015147923431765	-1.4977712511585333	-0.9859304174983441	-0.23565384492254624	-0.7006381023484414	-1.2436598477481473	-0.15248407195955307	-0.6810758359699232	-0.9243989151759718	-0.8471027128010276	0.25229454120183664	-0.6106534638375021	-2.039784866105864	-0.5948789645486792	-0.7796700451204445	-1.703219582573575	-1.3129393116601078	-1.5551209435844409	-0.7866216092749375	-0.13336891930599895	-1.396308382884427	-0.17576167339628612	-0.3923264396509436
OG0002557.50	OG0000125.49	OG0002324.4	OG0007778.4	OG0013536.0	OG0000107.5	OG0001235.24	OG0003189.0	OG0010533.4	OG0000048.325	OG0001445.24	OG0003829.0	OG0000318.0	OG0000239.0	OG0004469.6	OG0003204.0	OG0000002.1788	OG0001184.24	OG0001415.1	OG0000261.0	OG0000013.2	OG0003360.2	OG0002682.12	OG0001254.24	OG0000099.0	OG0000435.0	OG0009923.1
-1.2202780187929276	0.8343876146053895	-0.7784322114615907	-0.8722346718514549	-1.4731299136431737	-1.6197138438769216	-0.9928044985957962	-0.9481407011647501	-1.781404798449143	-1.3122226226036953	-0.9962538607671053	-0.8326420722614859	-0.8614476248473515	-0.4494932990471394	-1.0028882793248266	-1.121549296903336	0.2893623404769398	-1.2185983177755109	-0.7062763900950659	-0.7946074870103151	0.07464243793449277	-1.656535323845471	-0.7744782657433966	-2.386845571568701	0.19421315631120725	0.490672809713238	-1.6206008374744216
OG0002674.20	OG0000112.0	OG0020459.0	OG0000032.252	OG0008625.0	OG0001363.24	OG0000592.34	OG0000121.128	OG0006417.0	OG0000223.2	OG0000132.40	OG0006895.3	OG0010951.0	OG0006931.8	OG0001103.24	OG0003535.14	OG0000011.1	OG0004257.24	OG0003232.9	OG0000343.0	OG0000359.28	OG0003875.2	OG0001495.2	OG0009946.2	OG0002270.30	OG0003169.0	OG0000926.24
-0.01144254863717844	-0.1919857109104024	-2.7651308482946195	-0.3082871842179762	-0.6066936396473472	-0.21390553237095686	-0.6237096166629484	-0.9810810178369486	-2.006941609418847	-0.3170671972827844	-0.12406270353362446	-2.320486120713456	-0.7025150842894256	-1.5743258646124194	-1.5799218840206262	-0.3120435059555183	0.5140970048942337	-1.4924844135207713	-0.6053761098380708	-0.009698583431293964	-0.5942254220501242	-1.8401125212694995	-1.4394806784556318	-1.0981966497492561	-0.27369190923451486	-0.5245000127350491	-0.8533447778805348
OG0000011.866	OG0002768.0	OG0003570.2	OG0001263.26	OG0012186.0	OG0005466.0	OG0004287.3	OG0002765.0	OG0007175.0	OG0002225.0	OG0000047.282	OG0001659.0	OG0000343.0	OG0006035.10	OG0000169.16	OG0002172.0	OG0000010.64	OG0000230.58	OG0005734.0	OG0000007.976	OG0000847.24	OG0003073.0	OG0005746.7	OG0005902.0	OG0000188.1	OG0000537.8
0.3951725059957788	-0.6663472852345864	-0.5625591756364571	-1.0667295284676728	-1.6335239064899043	-1.5674681212618837	-0.8458056750072103	0.2715451984856866	-0.5030775339919288	-0.8828369245342406	-0.4221724087637519	-0.5061477523051228	-0.009698583431293964	-1.4449691988177917	-0.3176064889372687	-0.7022803279564871	-0.09403302480772001	-0.15136203809529378	-0.9151193464087035	-0.24982229440694287	-1.50635266602479	-1.1989241408325426	-2.8709148519433896	-1.3770696490798233	-0.09449505685038438	-0.7223722523409946
OG0000032.252	OG0002876.0	OG0000059.133	OG0001210.24	OG0000223.2	OG0004848.14	OG0001737.0	OG0006444.0	OG0001331.24	OG0000139.0	OG0005095.4	OG0008071.0	OG0000486.2	OG0001415.1	OG0005187.0	OG0000090.24	OG0004719.0	OG0004475.8	OG0013509.4	OG0000105.0	OG0001061.24	OG0003646.25	OG0000002.1088	OG0006146.0	OG0001923.1	OG0000054.0
-0.3082871842179762	-0.16617886220941766	-0.3735141370944932	-0.8094483479677298	-0.3170671972827844	-2.7670936989931696	-1.0546919530749526	-0.4817670277465167	-0.23463499245019467	-0.6077925010310296	-1.5959688603781748	-0.619048956374153	-0.6604064990346017	-0.7062763900950659	-1.5777669993169523	0.15328652099086262	-0.45185934310495257	-1.948419079369355	-3.8196993460458954	0.3918776772778659	-1.4219791086976907	-1.7437139294149082	-0.8780562664895988	-1.7485535684414182	0.1713349473987682	-0.11450372678347603
OG0000334.9	OG0000100.1	OG0000010.475	OG0002483.10	OG0000338.41	OG0004848.14	OG0005229.4	OG0000160.4	OG0005292.2	OG0000888.24	OG0001664.2	OG0000175.4	OG0000002.1788	OG0001343.24	OG0017933.2	OG0003572.14	OG0000846.25	OG0011422.0	OG0012452.0	OG0003322.8	OG0000435.0	OG0000948.24	OG0007485.0	OG0007886.0	OG0008971.2	OG0000837.0	OG0005656.10
-0.4353779475630195	-0.00926292132896792	0.007339046008161679	-0.622598569214206	0.7966808083669082	-2.7670936989931696	-1.855170479161191	-0.030913993470059714	-0.7636604608316264	-0.5359591281101133	0.7975110886849958	-0.9548366483967755	0.2893623404769398	-1.6766875822420972	-3.189680296588923	-1.3540217245972157	-0.9959660987155103	-1.8980810402889283	-1.7178567712185016	-0.8109661756099832	0.490672809713238	-1.0203404482841756	-0.7114642497061978	-1.5112793471047163	-1.9867878885731491	0.21921499579542392	-2.004624026525448
OG0000032.252	OG0004950.0	OG0001249.1	OG0000233.202	OG0000059.133	OG0000018.289	OG0009822.0	OG0004558.0	OG0000015.1	OG0000226.4	OG0002063.0	OG0001366.26	OG0014589.0	OG0000018.842	OG0000923.0	OG0001731.4	OG0008268.0	OG0006119.2	OG0004479.1	OG0000310.18	OG0008586.0	OG0000285.1	OG0005653.0	OG0007697.0	OG0000841.0	OG0001916.0
-0.3082871842179762	-1.814513995871922	-1.3842070691255697	-1.5521563556379148	-0.3735141370944932	-0.18885782633069192	-0.718331420027155	-1.1171613442327493	0.7040751643766956	-0.3170671972827844	-1.023856359953367	-1.2824387229855119	-2.518701058452435	-0.48559996096338387	0.7399344890375401	-0.6093323144403325	-1.0709665213541435	-2.9567955014348324	-1.6452093507689292	-0.14082554413356455	-1.8079321155203498	-1.0528949484321255	-1.3029379195026087	-0.950090477556942	-0.7086321957146922	-1.171368418311981
OG0004194.2	OG0001932.0	OG0004025.11	OG0000130.38	OG0000497.40	OG0001409.1	OG0000364.1	OG0000121.128	OG0004376.0	OG0000009.921	OG0000236.122	OG0007054.1	OG0000060.0	OG0000018.842	OG0000011.1	OG0001155.24	OG0011968.0	OG0003313.1	OG0004024.2	OG0001012.4	OG0000169.16	OG0012213.0	OG0004153.28	OG0006859.2	OG0001653.23	OG0003792.4
-0.6201572725083176	-0.5515218785885228	-1.5141610331209452	-0.1440103026915193	-0.7060410209713055	-1.9590374522215022	-0.7065117976244923	-0.9810810178369486	-2.162944843726976	-0.07263446472662155	-0.04572922985512066	1.2963693011670037	-0.3237325917341102	-0.48559996096338387	0.5140970048942337	-1.2608431742860542	-1.0244431791767878	-1.5215976219627267	1.0000721329487359	-0.8717065989901824	-0.3176064889372687	-1.9810810178369487	-1.9345655540513669	-1.6808445421752973	-1.134793803412827	-0.434012959249229
OG0005256.10	OG0001309.24	OG0007838.0	OG0001083.26	OG0002324.4	OG0012076.2	OG0000183.0	OG0006300.0	OG0001619.0	OG0000350.8	OG0000015.1	OG0000415.0	OG0011997.0	OG0006877.0	OG0005444.0	OG0000239.0	OG0013005.4	OG0004614.0	OG0000002.1788	OG0006837.2	OG0001710.24	OG0000869.2	OG0001674.0	OG0007008.1	OG0001247.24	OG0000074.152	OG0000006.561
-1.0567912914115538	-1.0619024389259069	-1.1880358246898064	-1.0107156402523292	-0.7784322114615907	-1.7774427086512716	-0.002310160687201116	-1.2716005413289375	-0.848141183272995	-0.40144422667648927	0.7040751643766956	-0.8627588082884077	-2.443791328260415	-2.8900377466011817	-0.2596336568445619	-0.4494932990471394	-2.261188937029684	-0.7558436043718957	0.2893623404769398	-1.1379652600447674	-0.4060248206794444	-0.6755349936684583	-1.4540316308947074	-2.4181185363086657	-1.117787378107137	-0.5625591756364571	-0.17266872938773947
OG0001961.2	OG0005223.0	OG0001567.1	OG0005146.0	OG0013924.0	OG0001815.3	OG0003161.14	OG0005620.0	OG0012914.2	OG0004768.0	OG0000799.22	OG0002260.4	OG0000018.842	OG0003172.0	OG0007546.0	OG0007446.0	OG0004569.0	OG0000169.16	OG0000391.20	OG0001166.24	OG0000082.1	OG0000035.64	OG0000359.28	OG0000435.0	OG0005476.1	OG0001991.0	OG0000007.976
-1.0926478158286288	-2.218262612121666	-1.190009416024795	-1.427401324629968	-1.0223903553145803	-1.3733272473940066	-0.5525794954095031	-1.427401324629968	-1.8155292633599083	-0.832899031036925	-0.6031828971309623	-0.8367589148364569	-0.48559996096338387	-0.8018830708475446	-0.6656605600930732	-0.7297700927620023	-0.989363363891263	-0.3176064889372687	-0.35328433892264566	-0.7276184219069535	-0.853866171106625	0.0001442622910945383	-0.5942254220501242	0.490672809713238	-1.6344194341666345	-1.3440986779354065	-0.24982229440694287
OG0003823.8	OG0003399.1	OG0007164.0	OG0000878.5	OG0013980.0	OG0000109.0	OG0000071.0	OG0003695.0	OG0002486.16	OG0000255.174	OG0004939.0	OG0001059.24	OG0002096.0	OG0002485.15	OG0000026.45	OG0000196.0	OG0011645.0	OG0003252.0	OG0000794.20	OG0000206.0	OG0005498.6	OG0005520.0	OG0002104.0	OG0000263.57	OG0001040.1	OG0000112.0	OG0000012.918
-0.6364364062028108	-0.8762013915373783	-1.1468826087764485	-0.7364847759511612	-2.1022174553385833	-0.30953820508128127	-0.24331826019099598	-1.7393720918733013	-0.5691795034802285	-0.9224835302979048	-0.19958668736124272	-1.3230105221290025	-1.2536012334528568	-1.286304185156641	-0.1413028099616662	-0.21089678249861854	-1.4410466976497114	-1.3346072289581088	-0.21407286926621943	0.24865627000440324	-1.6826959316380852	-1.1746213961070686	-1.4481148965282753	0.818932344010497	-0.3695945285176767	-0.1919857109104024	-0.17576167339628612
OG0003504.8	OG0011173.0	OG0000014.1	OG0000302.34	OG0000265.0	OG0004474.0	OG0006649.0	OG0000142.14	OG0000001.1420	OG0002023.0	OG0004160.0	OG0000026.45	OG0001231.24	OG0001429.24	OG0000923.0	OG0002143.0	OG0005099.0	OG0005484.6	OG0002181.0	OG0005109.6	OG0000580.32	OG0006195.0	OG0000779.1	OG0000112.0	OG0003028.0
-1.6438561897747246	-1.1112275322575584	-0.4737308279347723	-0.896200256842332	-1.097270360766624	-0.707925050022458	-1.9506480408647084	-0.09557370739849257	-0.01727103870140411	0.12446048627433613	0.17005323530230423	-0.1413028099616662	-0.7558436043718957	-0.668180151977398	0.7399344890375401	-0.5857562012813124	-1.0761282264699223	-1.6803820657998387	-0.5259534006806945	-1.5215976219627267	-0.59749609912741	-0.5517333399360452	-1.3284348738289469	-0.1919857109104024	-1.1798414652698352
OG0000119.0	OG0005428.4	OG0001912.0	OG0004970.0	OG0000364.1	OG0000145.16	OG0006039.1	OG0001444.1	OG0000420.0	OG0000746.0	OG0000009.921	OG0002053.0	OG0000415.0	OG0000011.1	OG0003588.2	OG0005817.0	OG0010685.0	OG0006731.0	OG0000169.16	OG0008758.2	OG0000192.0	OG0005311.3	OG0008978.2	OG0003073.0	OG0000074.152	OG0002055.0
-0.8567372069613801	-0.6355396260397388	-0.7585258742985586	-1.572608370313282	-0.7065117976244923	-1.130049652341001	-0.961563818343892	-1.538680997509246	-0.49045616203966397	-0.7145385948629639	-0.07263446472662155	-1.0194628075549568	-0.8627588082884077	0.5140970048942337	-0.6297241032715104	0.42985695113365224	-0.8817731862070524	-1.088960414355713	-0.3176064889372687	-1.3459311372709193	-0.7107557148433575	-1.414268267034073	-2.4188898247744506	-1.1989241408325426	-0.5625591756364571	-0.7717662004399319
OG0000987.19	OG0003918.5	OG0000081.1	OG0000100.1	OG0000121.128	OG0002615.8	OG0000018.289	OG0000857.0	OG0000187.1	OG0001927.0	OG0004375.23	OG0007713.0	OG0012897.4	OG0004556.0	OG0005918.2	OG0000110.3	OG0007761.3	OG0000026.45	OG0000139.0	OG0007419.1	OG0007948.0	OG0003701.0	OG0000317.0	OG0005966.0	OG0001297.24	OG0001942.0	OG0005247.0
-0.02958805461052695	-1.6051566384691394	-0.890037746601182	-0.00926292132896792	-0.9810810178369486	-0.4878236908858586	-0.18885782633069192	-0.6608626150804147	-0.2067283455019175	-0.8290494466816325	-2.340075441597622	-1.7107557148433576	-2.4900508536956893	-1.4603696753153335	-1.088960414355713	-0.4639470997597903	-2.0528949484321255	-0.1413028099616662	-0.6077925010310296	-2.5088139035410735	-2.0782590139204995	-1.0782590139204997	-0.5174614521545847	-0.6840860345632576	-1.8484009177306033	-0.4759363242227893	-1.2870081105382027
