OG0004710.2	OG0012896.0	OG0001643.24	OG0000471.2	OG0000027.457	OG0001698.26	OG0001566.2
-0.512925319948276	-1.4131151871478154	-1.1587514286937521	-1.3375210295767486	-0.9018499789079885	-1.2039006722965686	-1.0540927027897475
OG0001388.12	OG0002087.0	OG0000038.0	OG0004608.0	OG0000409.24	OG0000704.0	OG0004027.1
-0.8583056380354691	-1.1854085623368023	-0.5428785420499038	-0.7715199016700826	0.10447085776291738	-1.0273808609918476	-1.2199419221016254
OG0015202.0	OG0004458.0	OG0000010.475	OG0001696.0	OG0006166.2	OG0000302.34	OG0000638.38	OG0001412.1
-2.4900508536956893	-1.2908858515287907	0.007339046008161679	-0.7018109298586781	0.1815478564559564	-0.896200256842332	-1.3047188048551392	-1.1181004969452384
OG0000006.561	OG0000264.1	OG0004387.2	OG0010616.4	OG0005849.2	OG0001208.24	OG0001573.24	OG0001245.24
-0.17266872938773947	-1.4799549759601824	-0.8367589148364569	-1.2768346565424147	-1.3540217245972157	-1.1788612625092965	-1.099432627585306	-1.0643139648378215
OG0002125.0	OG0000620.56	OG0011949.0	OG0000012.918	OG0007051.0	OG0000044.1	OG0005696.4	OG0001230.26
-0.723086516754077	-1.4270133469374617	-0.7848805754827048	-0.17576167339628612	-1.9186603725480613	-0.6009930135276029	-1.7833899312575583	-0.938984225318372
OG0001697.2	OG0000038.0	OG0014732.4	OG0000869.2	OG0001030.26	OG0006390.0	OG0011881.8	OG0001384.1
-0.7333633574860104	-0.5428785420499038	-2.67853364140747	-0.6755349936684583	-0.947305888696155	-1.547088335060036	-2.4104282460262545	-1.25256963166354
OG0000026.45	OG0002324.87	OG0007223.2	OG0004958.0	OG0001172.24	OG0002159.0	OG0001418.30	OG0000336.0
-0.1413028099616662	-2.3147325934831584	-1.2722973271627618	-1.1510416172076048	-1.4096614668209126	-0.521804742060834	-0.6139616401113864	-0.4330387576855113
OG0012904.0	OG0000279.0	OG0000026.45	OG0002156.0	OG0001460.24	OG0004740.12	OG0001081.24
-3.084364376569687	-0.7006381023484414	-0.1413028099616662	-1.0127519074088478	-1.67116353577046	-1.3643848941302572	-1.1890222828758559
OG0020452.0	OG0001497.24	OG0000012.918	OG0005079.0	OG0000826.25	OG0005476.1	OG0000409.24	OG0002006.0
-1.8510008374122355	-0.8344417455388263	-0.17576167339628612	-2.780908941753803	-0.8344417455388263	-1.6344194341666345	0.10447085776291738	-1.1886933885302189
OG0001686.0	OG0001408.24	OG0000596.47	OG0005497.18	OG0007525.0	OG0000082.1	OG0010750.6	OG0000336.0
-0.43012009385192357	-1.4085120616020568	-1.1982618984335427	-2.6339716008428806	-0.6344194341666346	-0.853866171106625	-2.852042118612899	-0.4330387576855113
OG0000606.2	OG0005703.0	OG0001379.1	OG0000026.45	OG0001327.26	OG0002677.13	OG0001223.1	OG0009185.0
-0.6443071024337754	-1.0634091701760615	-0.025617534179270093	-0.1413028099616662	-1.0165411884096767	-0.9581963123429151	-0.9595984847157935	-1.5696076664276921
OG0001257.24	OG0001336.24	OG0000012.918	OG0005617.0	OG0000059.133	OG0005768.6	OG0001209.1
-0.9770995978899212	-1.24913627678066	-0.17576167339628612	-1.830331500476914	-0.3735141370944932	-1.4336231996788755	-1.1558554189406567
OG0000054.0	OG0004589.2	OG0005023.0	OG0000230.58	OG0000755.4	OG0001163.24	OG0014802.1	OG0000831.11
-0.11450372678347603	-1.3433663454116158	-0.8921782440871464	-0.15136203809529378	-0.7848805754827048	-1.0938790470029003	-1.277533975528909	-1.427401324629968
OG0006904.1	OG0000056.0	OG0000034.305	OG0001365.24	OG0002105.0	OG0001016.1	OG0000426.5	OG0008453.0
-1.8064174749183515	0.25229454120183664	-0.6588112275212595	-0.9450820808710421	-1.3448313823904083	-2.1831136259850807	-1.1811494391045665	-0.43693951723612684
OG0007196.4	OG0000038.0	OG0014828.2	OG0007920.14	OG0000261.0	OG0001062.24	OG0002028.0	OG0001236.24
-1.8287931725818576	-0.5428785420499038	-2.2162500169928254	-2.471528698117108	-0.7946074870103151	-1.9862161845669004	-0.0609991549304867	-1.3632709872102522
OG0000147.0	OG0000042.23	OG0007539.0	OG0007079.10	OG0012720.1	OG0000897.0	OG0000850.12	OG0000002.1788
-1.5803532474685666	-1.0843643765696869	-1.4941090702700428	-1.3532843389226457	-1.1619760501544394	-0.748795977085337	-0.8903051351740702	0.2893623404769398
OG0000010.475	OG0001597.53	OG0002248.0	OG0002058.0	OG0000455.62	OG0008345.6	OG0000180.0	OG0011200.0
0.007339046008161679	-0.6230428855222725	-0.48661032240315855	-1.13764780046798	-1.5627722610870904	-1.5361683204603513	-0.15826835651750287	-1.166502663140165
OG0000944.28	OG0005965.0	OG0000750.0	OG0002131.0	OG0000018.289	OG0014016.2	OG0000739.15	OG0005929.2
-0.6416037380433459	-0.7209447835165328	-0.6604064990346017	-0.46195854666633634	-0.18885782633069192	-1.4851960144282268	-0.807679564965501	-1.1313132346778652
OG0000606.2	OG0001935.0	OG0001696.0	OG0002252.0	OG0010076.0	OG0004876.0	OG0000002.1788
-0.6443071024337754	-0.9069807668664552	-0.7018109298586781	-0.9700171337842857	-2.218262612121666	-1.0171250391019384	0.2893623404769398
OG0000405.0	OG0000785.2	OG0008209.0	OG0009923.1	OG0014670.4	OG0000018.289	OG0000382.41	OG0001012.4
-0.8079321155203496	-0.6060347243397574	-1.6952553422813692	-1.6206008374744216	-2.4908615842822894	-0.18885782633069192	-1.7863727614880525	-0.8717065989901824
OG0007165.4	OG0000056.0	OG0000993.25	OG0000188.1	OG0010585.2	OG0000784.0	OG0006955.2	OG0001155.24
-0.2834919132312543	0.25229454120183664	-0.9373256372366076	-0.09449505685038438	-2.0715728231243147	-0.862496476250065	-1.938984225318372	-1.2608431742860542
OG0001405.24	OG0008097.4	OG0000038.0	OG0001057.24	OG0001795.0	OG0006440.2	OG0000290.0
-1.037413961643117	-1.6910567118747863	-0.5428785420499038	-2.0291463456595165	-0.5540614627107339	-3.325539348439741	-0.5907448533151622
OG0001448.24	OG0000056.0	OG0004348.1	OG0001666.14	OG0001211.24	OG0009968.6	OG0000081.1
-0.703219582573575	0.25229454120183664	-0.45997273074249273	-1.2695122007362238	-1.2891219498041206	-1.6099927379084407	-0.890037746601182
OG0000026.45	OG0001447.24	OG0005622.0	OG0002162.0	OG0000425.1	OG0000609.44	OG0000062.12
-0.1413028099616662	-0.43869830585463065	-3.010424979419093	-0.9509269033456944	-1.257045243302508	-1.1370130908049096	-1.5538496598709068
OG0000054.0	OG0000272.36	OG0000675.1	OG0004774.1	OG0001912.0	OG0000497.40	OG0006887.0
-0.11450372678347603	-1.0174170530774094	-1.4108117885091431	-2.0098438333726087	-0.7585258742985586	-0.7060410209713055	-1.0603972796439562
OG0001811.2	OG0004589.2	OG0000034.305	OG0000012.918	OG0004037.0	OG0011925.12	OG0001315.24	OG0001094.26
-1.2782336336613846	-1.3433663454116158	-0.6588112275212595	-0.17576167339628612	-0.723086516754077	-1.720707009302416	-1.394410848688886	-1.0898813815372526
OG0001032.24	OG0006226.0	OG0000188.1	OG0000579.24	OG0006975.0	OG0000936.24	OG0008176.2	OG0000002.1788
-1.107181572204967	-1.0156658551595117	-0.09449505685038438	-1.0433485444289392	-1.2098952586535459	-1.1319454411037966	-1.0315036910220627	0.2893623404769398
OG0001995.0	OG0000230.58	OG0000011.1	OG0003375.2	OG0005971.0	OG0000864.26	OG0000621.39	OG0020468.0
-0.3951695629008974	-0.15136203809529378	0.5140970048942337	-0.9045481189143395	-1.1143475487004126	-0.8836352433082154	-0.9953907467474107	-2.5319902259071676
OG0000088.3	OG0001877.0	OG0001036.24	OG0016066.0	OG0005146.0	OG0000018.289	OG0004504.4	OG0001420.22
-0.11434754870041268	-0.23344723992368574	-0.9459156071576208	-1.0223903553145803	-1.427401324629968	-0.18885782633069192	-2.6366606883705206	0.5647195944430954
OG0000231.0	OG0001458.24	OG0000615.1	OG0000125.49	OG0005967.2	OG0000426.5	OG0000002.1788
-0.34117157565634604	-0.9523220248555244	-1.113098732313508	0.8343876146053895	-1.0631076980109506	-1.1811494391045665	0.2893623404769398
OG0000054.0	OG0000964.2	OG0001201.1	OG0011931.6	OG0005548.4	OG0000584.0	OG0003838.7	OG0002053.0
-0.11450372678347603	-1.5199417307727447	-0.5407782431771522	-2.495735558650761	-2.0017322736212373	1.6572284011610958	-2.6629169236892127	-1.0194628075549568
OG0008569.0	OG0001497.24	OG0000012.918	OG0000942.24	OG0006268.0	OG0000126.1	OG0001539.22	OG0014680.6
-1.2412704315421375	-0.8344417455388263	-0.17576167339628612	-0.9542774642653994	-0.623265095001478	-0.8815073741305954	-1.6674925540419632	-1.6882643980207304
OG0015285.2	OG0000576.0	OG0004278.24	OG0001148.24	OG0000032.252	OG0000543.45	OG0008570.0	OG0000338.41
-2.8099541131055616	-1.0609991549304867	-1.0421596732937675	-1.7480688733114134	-0.3082871842179762	-0.5829441401868507	-0.5916142085935863	0.7966808083669082
OG0000978.1	OG0000006.561	OG0001428.1	OG0004208.2	OG0006036.0	OG0000711.2	OG0001493.24	OG0007328.9
-1.189351252217354	-0.17266872938773947	-1.3643848941302572	-0.9481407011647501	-0.9118584031309824	-0.05304461335688118	-1.5653317443856478	-2.16682653676166
OG0000120.105	OG0000032.252	OG0008890.18	OG0006291.0	OG0000942.24	OG0004865.2	OG0001855.4	OG0001815.3
-0.5544851616978876	-0.3082871842179762	-0.35900896035609275	-1.5332423842738285	-0.9542774642653994	-0.2164176260596288	-0.5706786300585585	-1.3733272473940066
OG0006805.0	OG0001245.24	OG0000901.0	OG0001468.24	OG0006471.8	OG0010956.0	OG0000082.1	OG0000336.0
-1.549620119928959	-1.0643139648378215	-0.588573754273535	-1.115597447016313	-2.5353317329965557	-1.6748438822584089	-0.853866171106625	-0.4330387576855113
OG0003511.4	OG0000038.0	OG0001221.1	OG0000869.2	OG0007380.20	OG0000653.1	OG0001048.24	OG0009169.4
-1.0655212410931172	-0.5428785420499038	-0.8598757760909296	-0.6755349936684583	-1.3621579396758952	-0.9021195659480868	-1.2873602020691484	-1.1456053222468994
OG0001294.24	OG0006077.4	OG0008681.0	OG0000032.252	OG0003040.0	OG0001430.24	OG0000183.0	OG0001586.3
-1.37632039170599	-1.9023892033735776	-1.4532413295652276	-0.3082871842179762	-1.1933047464682418	-0.9086048139883	-0.002310160687201116	-0.8471027128010276
OG0000661.3	OG0000011.1	OG0001364.24	OG0005639.0	OG0000130.38	OG0005430.1	OG0017888.0	OG0001628.0
-0.21675290262188346	0.5140970048942337	-0.4322598698054027	-0.6458864075076233	-0.1440103026915193	-1.1268955298759025	-2.7769482116315585	-0.7473421358058826
OG0000001.1420	OG0000974.2	OG0008289.10	OG0006731.0	OG0001417.24	OG0000397.30	OG0000409.24	OG0004347.0
-0.01727103870140411	-0.9340141705014147	-1.6947882239218117	-1.088960414355713	-1.001732273621237	-1.140189435198705	0.10447085776291738	-0.9646576192078029
OG0000010.475	OG0004412.2	OG0001933.0	OG0001434.24	OG0010636.0	OG0001395.1	OG0000285.1
0.007339046008161679	-0.781404798449143	-1.1759246437484379	-1.2494792448176701	-2.3718330007136763	-1.561068458065455	-1.0528949484321255
OG0000364.1	OG0001273.24	OG0003298.30	OG0000138.41	OG0012179.2	OG0000018.289	OG0000876.20
-0.7065117976244923	-1.4607667291339643	-1.2901800320230838	-1.1975999598851608	-1.6060347243397572	-0.18885782633069192	-0.718331420027155
OG0000606.2	OG0001054.1	OG0002134.0	OG0009869.0	OG0007817.0	OG0000002.1788	OG0000876.20
-0.6443071024337754	-0.6506347224057867	-0.6766875822420972	-1.9274139529314038	-1.8788519435246895	0.2893623404769398	-0.718331420027155
OG0018407.0	OG0001352.26	OG0000183.0	OG0000018.289	OG0002312.0	OG0010636.0	OG0006393.0	OG0002340.0
-0.3127601060153969	-1.4851960144282268	-0.002310160687201116	-0.18885782633069192	-1.4414384681995431	-2.3718330007136763	-1.6707041518974848	-0.9694520358370333
OG0012452.0	OG0000577.54	OG0003102.40	OG0000046.1	OG0000847.24	OG0000082.1	OG0001443.24
-1.7178567712185016	-1.874084450525277	-1.3176064889372687	-0.4065984188743529	-1.50635266602479	-0.853866171106625	-0.3329707985894482
OG0001993.0	OG0000010.475	OG0006748.0	OG0001635.0	OG0000022.878	OG0000979.1	OG0000749.2
-0.9807962660269074	0.007339046008161679	-1.1798414652698352	-0.5517333399360452	-1.1929748745013562	-0.7326439882161124	-0.3830777578812987
OG0002116.0	OG0003511.4	OG0000011.1	OG0002143.0	OG0005167.4	OG0000431.12	OG0001539.22	OG0013951.0
-0.43693951723612684	-1.0655212410931172	0.5140970048942337	-0.5857562012813124	-1.9378782880922025	-0.3122226226036953	-1.6674925540419632	-1.9268652953697847
OG0005049.0	OG0000886.24	OG0000056.0	OG0004609.0	OG0000796.20	OG0012920.2	OG0001418.30	OG0000160.4
-1.4811627575634883	-0.6102129462643424	0.25229454120183664	-0.8277685311745187	-1.5602173105240187	-1.1857367086002184	-0.6139616401113864	-0.030913993470059714
OG0003511.4	OG0000056.0	OG0001408.24	OG0013969.0	OG0001732.10	OG0000180.0	OG0001357.24	OG0014654.1
-1.0655212410931172	0.25229454120183664	-1.4085120616020568	-1.0865073722499217	-1.3551285102601587	-0.15826835651750287	-0.84295628985442	-1.5399389790226587
OG0000054.0	OG0003948.1	OG0001936.0	OG0005256.10	OG0006678.4	OG0001435.1	OG0000811.34	OG0000276.72
-0.11450372678347603	-1.0436459153546316	-1.478346171733372	-1.0567912914115538	-2.772012541265407	-1.0200478420483303	-1.151682530163898	-0.8999642788381562
OG0000038.0	OG0000826.25	OG0000420.0	OG0001137.24	OG0013007.4	OG0002028.0	OG0006887.0
-0.5428785420499038	-0.8344417455388263	-0.49045616203966397	-1.037413961643117	-2.006361864568414	-0.0609991549304867	-1.0603972796439562
OG0000279.0	OG0001428.1	OG0000001.1420	OG0002153.0	OG0007380.20	OG0003044.18	OG0001550.0
-0.7006381023484414	-1.3643848941302572	-0.01727103870140411	-1.383077757881299	-1.3621579396758952	-0.9930916306578225	-1.0794780212096609
OG0007807.0	OG0000467.0	OG0000032.252	OG0005340.0	OG0000125.49	OG0001334.24	OG0000885.24
-0.9865020082510226	-0.6353155180717711	-0.3082871842179762	-0.449690321244904	0.8343876146053895	-1.4751339354140698	-0.4611638922585346
OG0017903.2	OG0001154.24	OG0000120.105	OG0000038.0	OG0005079.0	OG0005756.2	OG0000635.48	OG0001348.24
-2.5538496598709073	-1.7307274219549862	-0.5544851616978876	-0.5428785420499038	-2.780908941753803	-0.7228483893225074	-1.5563933485243853	-0.9736956756480915
OG0001486.1	OG0000011.1	OG0000421.80	OG0001836.0	OG0010609.0	OG0000204.2	OG0001269.1
-1.5898760215870733	0.5140970048942337	-2.084364376569687	-0.4979749784823046	-2.1539279703695424	-0.7138285488929806	-1.5687514675652392
OG0000010.2	OG0001046.24	OG0000038.0	OG0005971.0	OG0001279.24	OG0000700.36	OG0000204.2	OG0018156.2
-0.3431833203506802	-0.4054514504496458	-0.5428785420499038	-1.1143475487004126	-1.2159148572652432	-1.1127866970487705	-0.7138285488929806	0.9870297505489815
OG0001162.22	OG0013042.0	OG0000056.0	OG0000257.0	OG0005851.2	OG0001311.5	OG0004168.24	OG0001062.24
-0.5378429521526054	-2.605595614599375	0.25229454120183664	0.0001442622910945383	-2.834441745538826	-1.2202780187929276	-1.4795526066810747	-1.9862161845669004
OG0001935.0	OG0002123.0	OG0000032.252	OG0006857.0	OG0001937.2	OG0000001.2052	OG0000204.2
-0.9069807668664552	-0.5391002028124681	-0.3082871842179762	-2.279984264917195	-1.766602735898117	-1.5357499660885958	-0.7138285488929806
OG0000026.45	OG0004362.4	OG0000750.0	OG0001098.1	OG0002041.0	OG0001299.24	OG0007259.2
-0.1413028099616662	-1.2172559636048	-0.6604064990346017	-1.697125329634415	-0.6413786861684825	-0.9621258343388799	-0.8346990250831352
OG0000054.0	OG0000405.0	OG0001458.24	OG0006460.2	OG0000407.1	OG0020446.0	OG0006271.0	OG0001669.0
-0.11450372678347603	-0.8079321155203496	-0.9523220248555244	-0.5948789645486792	-0.9610020212024905	-2.4691302020685915	-1.165207895235545	-0.2819124160394832
OG0000516.6	OG0000018.1	OG0003037.24	OG0000032.252	OG0000538.0	OG0001322.24	OG0013915.4	OG0003545.0
-0.3593790719643024	-0.6106534638375021	-0.44772130900956375	-0.3082871842179762	-0.9129445654566243	-0.7971121665298566	-3.038598926835721	-1.3703403000726082
OG0003646.25	OG0020434.0	OG0002213.0	OG0005079.0	OG0002023.0	OG0000711.2	OG0000082.1	OG0000292.93
-1.7437139294149082	-2.440655033458114	-0.8229113978940324	-2.780908941753803	0.12446048627433613	-0.05304461335688118	-0.853866171106625	-0.2568728474080699
OG0001371.24	OG0004090.26	OG0001265.24	OG0000012.918	OG0005638.4	OG0000702.24	OG0000225.48
-1.1000510138103283	-1.296190533473754	-1.541198058410986	-0.17576167339628612	-0.9879319766909097	-1.9674759343078005	-0.3057883922321096
OG0000032.252	OG0001212.24	OG0006401.2	OG0001047.26	OG0004865.2	OG0000979.1	OG0000276.72
-0.3082871842179762	-0.2629189948469006	-0.9434164716336325	-1.3419027946486286	-0.2164176260596288	-0.7326439882161124	-0.8999642788381562
OG0002233.0	OG0000011.1	OG0000092.1	OG0011171.2	OG0005501.1	OG0004138.22	OG0001988.0	OG0001770.0
-1.145924537878446	0.5140970048942337	0.8123750005659496	-1.9045481189143394	-1.1500807813140215	-1.298317879704717	-0.28173702304906734	-0.6989977439671857
OG0001154.24	OG0000056.0	OG0000980.1	OG0000188.1	OG0001718.1	OG0003989.2	OG0008242.3	OG0014564.0
-1.7307274219549862	0.25229454120183664	-1.4023973185000735	-0.09449505685038438	-0.2244858472465736	-1.1946249891052318	-2.181803870978292	-0.949254536418601
OG0000606.2	OG0005844.2	OG0006284.0	OG0001237.24	OG0000747.125	OG0000018.289	OG0000396.79	OG0002211.0
-0.6443071024337754	-2.8900377466011817	-1.3462979086065388	-1.0594949372560147	-2.555544953886064	-0.18885782633069192	-1.6452093507689292	-0.77324487673018
OG0002236.0	OG0000264.1	OG0001407.24	OG0005745.0	OG0000032.252	OG0009217.0	OG0001335.24	OG0007163.2
-0.5521563556379148	-1.4799549759601824	-1.6780719051126376	-1.5303223701828106	-0.3082871842179762	-2.5319902259071676	-1.8730271437422348	-2.0115879742752116
OG0001486.1	OG0000908.24	OG0000750.0	OG0006470.1	OG0007167.0	OG0000539.1	OG0000018.289
-1.5898760215870733	-0.8839014477634204	-0.6604064990346017	-2.67853364140747	-1.3658714424749592	-0.8282807609121521	-0.18885782633069192
OG0012773.4	OG0001954.0	OG0000056.0	OG0005617.0	OG0007984.6	OG0001324.24	OG0000936.24	OG0000338.41
-1.37632039170599	-0.7485535684414182	0.25229454120183664	-1.830331500476914	-2.5708929182195006	-0.7013416844354848	-1.1319454411037966	0.7966808083669082
OG0000002.763	OG0011403.0	OG0001962.0	OG0000026.45	OG0002013.0	OG0006854.0	OG0001190.24
-0.7257085158978973	-0.7938569303086269	-0.6132993977123865	-0.1413028099616662	-0.010134377133713174	-1.6483716708972176	-1.5700359564830535
OG0000279.0	OG0020626.0	OG0003552.0	OG0001694.12	OG0000986.24	OG0001343.24	OG0004504.4	OG0000082.1
-0.7006381023484414	-3.130365444186607	-1.0525956651531994	-0.550887680450584	-1.0147910526824464	-1.6766875822420972	-2.6366606883705206	-0.853866171106625
OG0000054.0	OG0000861.24	OG0001865.0	OG0000110.3	OG0004505.0	OG0001395.1	OG0010019.4
-0.11450372678347603	-0.7195187256993765	-0.42585003949029804	-0.4639470997597903	-3.3118644115426648	-1.561068458065455	-3.0362299689292374
OG0000616.40	OG0004089.1	OG0000012.918	OG0002248.0	OG0000391.20	OG0006014.0	OG0001423.30
-0.7641504234924366	-0.545824106814198	-0.17576167339628612	-0.48661032240315855	-0.35328433892264566	-1.361045750202166	-1.373701051008195
OG0006628.0	OG0003661.0	OG0000926.24	OG0000048.122	OG0001772.0	OG0000816.36	OG0000000.3448	OG0000002.1788
-0.24485604151359347	-1.0072315692310758	-0.8533447778805348	-0.7157227819448722	-1.3065018912777546	-1.1143475487004126	-1.5215976219627267	0.2893623404769398
OG0001422.30	OG0000223.2	OG0001042.5	OG0012877.0	OG0004931.0	OG0001163.24	OG0016269.0	OG0000007.976
-0.8277685311745187	-0.3170671972827844	-0.8280246233099011	-1.093263300070425	-1.0622036593134483	-1.0938790470029003	-0.9799423476587465	-0.24982229440694287
OG0001848.0	OG0009841.2	OG0014807.4	OG0004740.12	OG0001953.2	OG0000272.36	OG0000082.1	OG0001269.1
-1.0156658551595117	-1.732164607902385	-0.8109661756099832	-1.3643848941302572	-1.7764538840471817	-1.0174170530774094	-0.853866171106625	-1.5687514675652392
OG0000032.252	OG0001454.24	OG0006854.0	OG0000062.12	OG0008453.0	OG0000323.43	OG0002122.0
-0.3082871842179762	-1.7754657367202709	-1.6483716708972176	-1.5538496598709068	-0.43693951723612684	-1.4647432890961618	-1.0758240850034457
OG0001508.1	OG0001592.24	OG0000848.32	OG0017948.0	OG0007380.20	OG0000082.1	OG0003641.0	OG0000256.24
-1.2155797753822157	-1.1635910677202619	-1.139871485877112	-1.5344956303704944	-1.3621579396758952	-0.853866171106625	-1.0332742312821932	-0.250165425587271
OG0011949.0	OG0000056.0	OG0000034.305	OG0008331.4	OG0002131.0	OG0000489.0	OG0004240.0	OG0000427.25
-0.7848805754827048	0.25229454120183664	-0.6588112275212595	-2.1360615495760285	-0.46195854666633634	-0.9107730579296045	-2.130365444186607	-0.3306103379871632
OG0000054.0	OG0011481.0	OG0003358.3	OG0011480.0	OG0001421.30	OG0001157.1	OG0002172.0	OG0000272.36
-0.11450372678347603	-0.9677580688625061	-0.333334289405402	-1.492890406218227	-1.243318260190996	-1.0394882898809756	-0.7022803279564871	-1.0174170530774094
OG0015380.0	OG0002048.0	OG0006377.0	OG0000001.1420	OG0000124.174	OG0001091.2	OG0005535.2	OG0000092.1
-2.4158071418902627	-0.4123469789076785	-0.5663995373741375	-0.01727103870140411	-1.8468432119385798	-1.8577826381961766	-1.8991568755668882	0.8123750005659496
OG0004025.11	OG0008712.0	OG0000018.1	OG0000056.0	OG0006328.0	OG0002131.0	OG0000888.24	OG0000299.1
-1.5141610331209452	-2.3226496228048217	-0.6106534638375021	0.25229454120183664	-1.3879778371919382	-0.46195854666633634	-0.5359591281101133	-0.8820390472675833
OG0006674.0	OG0001042.5	OG0000001.1420	OG0009847.2	OG0000889.0	OG0001402.24	OG0000290.0	OG0008192.2
-2.089267338097087	-0.8280246233099011	-0.01727103870140411	-2.888968687611256	-0.9340141705014147	-0.588573754273535	-0.5907448533151622	-2.353284338922646
OG0001185.1	OG0004287.3	OG0000012.918	OG0007125.8	OG0000931.1	OG0013592.3	OG0000154.2	OG0001145.3
-0.6259342817774622	-0.8458056750072103	-0.17576167339628612	-1.8484009177306033	-0.9241251330248723	-2.242635327614509	-0.6887294085133586	-1.2782336336613846
OG0000011.1	OG0001877.0	OG0001306.1	OG0005340.0	OG0003118.5	OG0000749.2	OG0000580.32	OG0007910.4
0.5140970048942337	-0.23344723992368574	-1.9523220248555246	-0.449690321244904	-1.2172559636048	-0.3830777578812987	-0.59749609912741	-1.974829424265094
OG0002103.0	OG0000683.0	OG0000011.1	OG0001130.24	OG0008511.4	OG0004949.2	OG0000206.0
-0.9728459484962734	-0.10005101381032842	0.5140970048942337	-0.4635491698052915	-1.8458056750072103	-1.3793197587756991	0.24865627000440324
OG0005303.2	OG0014595.2	OG0001194.24	OG0001032.24	OG0000056.0	OG0003729.6	OG0001391.24	OG0000042.314
-0.8609234849538883	-2.962406924459767	-1.0110063596570187	-1.107181572204967	0.25229454120183664	-0.8033929559051822	-1.7715199016700827	-0.2813863010245155
OG0001054.1	OG0000038.0	OG0000927.0	OG0006733.0	OG0008586.0	OG0000059.133	OG0000999.14
-0.6506347224057867	-0.5428785420499038	-0.7242777438392516	-0.7759597257820698	-1.8079321155203498	-0.3735141370944932	-0.3015147923431765
OG0000018.1	OG0005323.0	OG0009091.4	OG0001584.0	OG0014676.4	OG0000007.976	OG0001443.24	OG0000780.24
-0.6106534638375021	0.46581778323171336	-2.8593522068451582	-1.176902852650796	-2.2688167584278	-0.24982229440694287	-0.3329707985894482	-0.6954889581900472
OG0000002.763	OG0004589.2	OG0001353.24	OG0002105.0	OG0001500.24	OG0006188.0	OG0000002.1788
-0.7257085158978973	-1.3433663454116158	-0.9362209702294287	-1.3448313823904083	-1.454426943964968	-1.458782551897963	0.2893623404769398
OG0000848.32	OG0004759.3	OG0000010.475	OG0000982.24	OG0010531.2	OG0000263.57	OG0002058.0	OG0020756.0
-1.139871485877112	-1.8421801605211374	0.007339046008161679	-1.2705559931663366	-2.291238890816222	0.818932344010497	-1.13764780046798	-1.4707287562940685
OG0000011.1	OG0014541.2	OG0002161.0	OG0003769.4	OG0001047.26	OG0000653.1	OG0004901.9	OG0000042.314
0.5140970048942337	-1.9674759343078005	-0.05110017933369812	-1.2078942943370952	-1.3419027946486286	-0.9021195659480868	-2.0825300533208067	-0.2813863010245155
OG0012876.0	OG0001377.24	OG0012890.2	OG0000824.24	OG0001392.24	OG0006176.0	OG0000175.4	OG0000002.1788
-1.78687049999252	-0.8873665830147547	-1.7437139294149082	-0.961563818343892	-0.320846479161911	-1.7345631039509017	-0.9548366483967755	0.2893623404769398
OG0000001.1420	OG0000576.0	OG0001330.24	OG0005257.0	OG0000059.133	OG0006939.0	OG0000426.5	OG0001509.22
-0.01727103870140411	-1.0609991549304867	-0.23276896297612443	-1.5319902259071676	-0.3735141370944932	-1.4675334171342618	-1.1811494391045665	-0.4326492611818256
OG0001280.24	OG0004007.3	OG0009083.9	OG0000497.27	OG0001857.4	OG0000059.133	OG0001363.24	OG0000002.1788
-1.3518106972818624	-0.6579004351672156	-0.5559690888416073	-1.1840967231549033	-1.045133690098103	-0.3735141370944932	-0.21390553237095686	0.2893623404769398
OG0001043.2	OG0005935.0	OG0000516.6	OG0000001.1420	OG0005507.10	OG0000709.10	OG0000081.1	OG0011675.5
-1.0457292298551206	-0.17673977176655636	-0.3593790719643024	-0.01727103870140411	-1.0661252582846446	-0.4967530458506262	-0.890037746601182	-3.1202942337177118
OG0001159.0	OG0004609.0	OG0011327.4	OG0000032.252	OG0002052.0	OG0000062.12	OG0004910.0	OG0001394.24
-0.7437139294149082	-0.8277685311745187	-2.7553564542606015	-0.3082871842179762	-0.3224692069925579	-1.5538496598709068	-2.2632652555088026	-1.0362299689292374
OG0011319.4	OG0001337.24	OG0000012.918	OG0000263.57	OG0001380.24	OG0008625.0	OG0001050.0
-1.7612131404128835	-1.0631076980109506	-0.17576167339628612	0.818932344010497	-0.8839014477634204	-0.6066936396473472	-0.39137997563950755
OG0004204.4	OG0000364.1	OG0000001.1420	OG0000729.25	OG0001009.24	OG0010951.0	OG0012651.6	OG0001319.1
-1.1306813051710953	-0.7065117976244923	-0.01727103870140411	-0.5546970578634869	0.3057954614204903	-0.7025150842894256	-3.719566238256508	-0.5764756117556651
OG0001089.2	OG0000188.1	OG0007033.0	OG0000012.918	OG0005256.10	OG0002146.0	OG0001147.24
-0.6252665219687858	-0.09449505685038438	-1.3168874781868323	-0.17576167339628612	-1.0567912914115538	-0.8491804017878668	-1.0779544229680562
OG0006817.2	OG0002025.0	OG0001338.24	OG0008080.22	OG0011347.0	OG0000263.57	OG0000082.1	OG0001495.2
-1.5920490827614273	-0.5807847399320462	-1.396688189399952	-3.0469210473874924	-2.6961900329787145	0.818932344010497	-0.853866171106625	-1.4394806784556318
OG0001278.2	OG0000056.0	OG0000820.2	OG0000263.57	OG0001105.24	OG0006468.8	OG0005929.2
