orthogroup	subset	gene	description	1021	WSM419	USDA1106	descriptions
OG0010743	OG0010743.6		hypothetica l protein				hypothetical protein; transmembrane protein
OG0010744	OG0010744.4		lal ta protein				glyoxalase/bleomycin resistance protein/dioxygenase; VOC family protein; lactoylglutathione lyase; glyoxalase/bleomycin resistance/extradiol dioxygenase family protein
OG0010745	OG0010745.0		hypothetical protein				hypothetical protein
OG0010746	OG0010746.2		4' phosphopantetheinyl transferase				4'-phosphopantetheinyl transferase superfamily protein; phosphopantetheinyl transferase; 4'-phosphopantetheinyl transferase
OG0010747	OG0010747.10		hydrolase				hydrolase
OG0010748	OG0010748.0		acyl CoA thioesterase				acyl-CoA thioesterase
OG0010749	OG0010749.0		DUF5060 domain containing protein				DUF5060 domain-containing protein
OG0010750	OG0010750.6		2,4 dihydroxyhept 2 ene 1,7 dioic acid aldolase				HpcH/HpaI aldolase/citrate lyase family protein; hypothetical protein; 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
OG0010751	OG0010751.0		amidohydrolase				amidohydrolase
OG0010752	OG0010752.0		hypothetical protein				hypothetical protein
OG0010753	OG0010753.0		hypothetical protein				hypothetical protein
OG0010754	OG0010754.0		hypothetical protein				hypothetical protein
OG0010755	OG0010755.16		transcriptional regulator				transcriptional regulator
OG0010756	OG0010756.0		ABC transporter ATP binding protein/permease				hypothetical protein; ABC transporter ATP-binding protein/permease
OG0010757	OG0010757.0		exopolysaccharide biosynthesis protein				exopolysaccharide biosynthesis protein; LPS biosynthesis protein
OG0010758	OG0010758.0		right handed parallel beta helix repeat containing protein				hypothetical protein; right-handed parallel beta-helix repeat-containing protein
OG0010759	OG0010759.0		RTX to xin				RTX toxin; serralysin-like metalloprotease/pectin lyase fold domain-containing protein
OG0010760	OG0010760.0		hypothetical protein				hypothetical protein; transposase
OG0010761	OG0010761.4		hypothetical protein				hypothetical protein; lytic murein transglycosylase
OG0010762	OG0010762.2		hypothetical protein				hypothetical protein
OG0010763	OG0010763.4		TetR/AcrR family transcriptional regulator				TetR/AcrR family transcriptional regulator
OG0010764	OG0010764.0		hypothetical protein				hypothetical protein
OG0010765	OG0010765.0		hypothetical protein				hypothetical protein
OG0010766	OG0010766.0		hypothetical protein				hypothetical protein
OG0010767	OG0010767.0		hypothetical protein				hypothetical protein
OG0010768	OG0010768.0		spermidine/putrescine ABC transporter substrate binding protein				extracellular solute-binding protein; spermidine/putrescine ABC transporter substrate-binding protein; polyamine ABC transporter substrate-binding protein
OG0010769	OG0010769.5		alpha/beta hydrolase				alpha/beta hydrolase
OG0010770	OG0010770.0		xylulo e kinase		WSM419_Smed_2703		xylulokinase; carbohydrate kinase FGGY; xylulose kinase
OG0010771	OG0010771.4		LuxR family transcriptional regulator		WSM419_Smed_5781		LuxR family transcriptional regulator; response regulator receiver protein
OG0010772	OG0010772.2		ketopantoate reductase family protein				ketopantoate reductase family protein
OG0010773	OG0010773.2		hypothetical protein				hypothetical protein
OG0010774	OG0010774.7		two pore domain potassium channel family protein				two pore domain potassium channel family protein
OG0010775	OG0010775.0		hypothetical protein		WSM419_Smed_1074		tail fiber domain-containing protein; hypothetical protein; peptidase S74
OG0010776	OG0010776.4		invasion associated locus B family protein				invasion protein B; invasion associated locus B family protein
OG0010777	OG0010777.2		filamentous hemagglutinin				hemagglutinin; filamentous hemagglutinin N-terminal domain-containing protein; hypothetical protein; filamentous hemagglutinin
OG0010778	OG0010778.2		hypothetical protein				hypothetical protein
OG0010779	OG0010779.2		sugar ABC transporter ATP binding protein				sugar ABC transporter ATP-binding protein
OG0010780	OG0010780.2		alpha/beta hydrolase				alpha/beta hydrolase
OG0010781	OG0010781.2		FMN reductase				NADPH-dependent FMN reductase; FMN reductase
OG0010782	OG0010782.2		NAD(P) dependent alcohol dehydrogenase				NAD(P)-dependent alcohol dehydrogenase
OG0010783	OG0010783.0		hypothetical protein		WSM419_Smed_2954		hypothetical protein
OG0010784	OG0010784.4		alpha/beta hydrolase				alpha/beta hydrolase
OG0010785	OG0010785.14		MBL fold metallo hydrolase				MBL fold metallo-hydrolase
OG0010786	OG0010786.2		carbon monoxide dehydrogenase				carbon monoxide dehydrogenase
OG0010787	OG0010787.2		MoxR family ATPase				MoxR family ATPase
OG0010788	OG0010788.2		carb x e droteia				hypothetical protein; carbon monoxide dehydrogenase
OG0010789	OG0010789.3		amidohydrolase				amidohydrolase
OG0010790	OG0010790.0		hypothetical protein				hypothetical protein
OG0010791	OG0010791.5		hyto iiae prrteas				hypothetical protein; cytosine permease
OG0010792	OG0010792.17		dihydroorotase				dihydroorotase
OG0010793	OG0010793.7	cutM	carbon monoxide dehydrogenase				carbon monoxide dehydrogenase
OG0010794	OG0010794.10		hypothetical protein				hypothetical protein
OG0010795	OG0010795.4		fl r protein				flagellar hook protein FliD; hypothetical protein
OG0010796	OG0010796.0	flgL	flagellar hook associated protein FlgL				flagellar hook-associated protein FlgL
OG0010797	OG0010797.0		b xyp eetida orete				hypothetical protein; carboxypeptidase regulatory-like domain-containing protein
OG0010798	OG0010798.14		LysR family transcriptional regulator				LysR family transcriptional regulator
OG0010799	OG0010799.0		hypothetical protein				hypothetical protein
OG0010800	OG0010800.0		ABC transporter permease				ABC transporter permease
OG0010801	OG0010801.5		hypothetical protein				hypothetical protein
OG0010802	OG0010802.0		hypothetical protein				hypothetical protein
OG0010803	OG0010803.0		hypothetical protein				hypothetical protein
OG0010804	OG0010804.11		ketosteroid isomerase				ketosteroid isomerase
OG0010806	OG0010806.14		hypothetical protein				hypothetical protein
OG0010807	OG0010807.3		hypothetical protein				hypothetical protein
OG0010807	OG0010807.2		hypothetical protein				hypothetical protein
OG0010808	OG0010808.4		hypothetical protein				hypothetical protein
OG0010809	OG0010809.9		hydrolase glyoxylase				hydrolase glyoxylase
OG0010810	OG0010810.4		hypothetical protein				hypothetical protein
OG0010811	OG0010811.17		hypothetical protein				hypothetical protein
OG0010812	OG0010812.8		4 4 hyootaitina rrttii				hypothetical protein; DUF4142 domain-containing protein
OG0010816	OG0010816.0		hypothetical protein		WSM419_Smed_3002		hypothetical protein
OG0010817	OG0010817.14		hypothetical protein				hypothetical protein
OG0010818	OG0010818.3		alcohol dehydrogenase				alcohol dehydrogenase
OG0010819	OG0010819.6		r ABC transporter substrate binding protein				sugar ABC transporter substrate-binding protein; ABC transporter substrate-binding protein
OG0010820	OG0010820.11	virA	two component V r eesor iiaae				two-component sensor histidine kinase; two-component VirA-like sensor kinase
OG0010821	OG0010821.2		tic f ay protein				hypothetical protein; Fic family protein
OG0010822	OG0010822.13		met iza l protein				hypothetical protein; methylamine utilization protein
OG0010824	OG0010824.12		hypothetical protein				hypothetical protein
OG0010826	OG0010826.14		hypothetical protein				hypothetical protein
OG0010828	OG0010828.0		hypothetical protein				hypothetical protein
OG0010829	OG0010829.4		FAD bindin g oxidoreductase				FAD-binding oxidoreductase; D-amino acid oxidase
OG0010830	OG0010830.1		cytochrome C				cytochrome c; cytochrome C
OG0010831	OG0010831.6		4Fe 4S dicluster domain containing protein				4Fe-4S dicluster domain-containing protein
OG0010832	OG0010832.2		polysulfide reductase NrfD				polysulfide reductase NrfD
OG0010833	OG0010833.1		DUF3341 domain containing protein				DUF3341 domain-containing protein
OG0010834	OG0010834.8		cytochrome c				cytochrome c
OG0010835	OG0010835.1		hypothetical protein				hypothetical protein
OG0010836	OG0010836.1		cytochrome c				cytochrome c
OG0010837	OG0010837.1		PQQ-dependent dehydrogenase, methanol/ethanol family				PQQ-dependent dehydrogenase, methanol/ethanol family
OG0010838	OG0010838.2		branched chain amino acid ABC transporter substrate binding protein				branched-chain amino acid ABC transporter substrate-binding protein
OG0010839	OG0010839.2		branched chain amino acid ABC transporter substrate binding protein				branched-chain amino acid ABC transporter substrate-binding protein
OG0010840	OG0010840.2		branched chain amino acid ABC transporter permease				branched-chain amino acid ABC transporter permease
OG0010841	OG0010841.2		PrpD ftiiay protein				hypothetical protein; MmgE/PrpD family protein
OG0010842	OG0010842.0		AraC family transcriptional regulator				transcriptional regulator; AraC family transcriptional regulator
OG0010844	OG0010844.2		hypothetical protein				hypothetical protein
OG0010845	OG0010845.0		DUF1614 domain containing protein		WSM419_Smed_5957		DUF1614 domain-containing protein; hypothetical protein
OG0010846	OG0010846.18		hypothetical protein				hypothetical protein
OG0010847	OG0010847.0		hypothetical protein				hypothetical protein
OG0010848	OG0010848.0		hypothetical protein				hypothetical protein
OG0010849	OG0010849.2		2-keto-3-deoxygluconate permease				2-keto-3-deoxygluconate permease
OG0010850	OG0010850.1		polyketide synthase				polyketide synthase
OG0010851	OG0010851.12		glycosyl transferase f r				glycosyl transferase family protein; glycosyl transferase
OG0010852	OG0010852.0		hypothetical protein				hypothetical protein
OG0010853	OG0010853.0		hypothetical protein				hypothetical protein
OG0010854	OG0010854.0		class I SAM dependent methyltransferase				class I SAM-dependent methyltransferase
OG0010855	OG0010855.2		peptidase				peptidase
OG0010856	OG0010856.4		peroxidase				peroxidase
OG0010857	OG0010857.0		DUF1080 domain containing protein				DUF1080 domain-containing protein
OG0010858	OG0010858.17		hypothetical protein				hypothetical protein
OG0010859	OG0010859.1		DUF2945 domain containing protein				DUF2945 domain-containing protein
OG0010860	OG0010860.8		hypothetical protein				hypothetical protein
OG0010861	OG0010861.0		hypothetical protein				hypothetical protein
OG0010862	OG0010862.1		hypothetical protein				hypothetical protein
OG0010863	OG0010863.0		B12 binding domain containing radical SAM protein				TIGR04295 family B12-binding domain-containing radical SAM protein; B12-binding domain-containing radical SAM protein
OG0010864	OG0010864.0		nucleotidyltransferase				nucleotidyltransferase family protein; nucleotidyltransferase
OG0010865	OG0010865.0		hypothetical protein				hypothetical protein
OG0010866	OG0010866.17		hypothetical protein				hypothetical protein
OG0010867	OG0010867.13		hypothetical protein				hypothetical protein
OG0010868	OG0010868.10		C4hdtiarb b b orete				hypothetical protein; C4-dicarboxylate ABC transporter substrate-binding protein
OG0010869	OG0010869.7		hypothetical protein				hypothetical protein; IS5/IS1182 family transposase
OG0010870	OG0010870.4		chromosome segregation protein SMC				chromosome segregation protein SMC
OG0010871	OG0010871.3		AraC family transcriptional regulator				AraC family transcriptional regulator
OG0010872	OG0010872.12		TR hyporte tarae prrteas				hypothetical protein; TRAP transporter large permease
OG0010873	OG0010873.0		hypothetical protein				hypothetical protein
OG0010876	OG0010876.2		DUF3072 domain containing protein				DUF3072 domain-containing protein
OG0010877	OG0010877.4		hypothetical protein				hypothetical protein
OG0010878	OG0010878.0		cation transporter				hypothetical protein; cation transporter
OG0010879	OG0010879.11		glutathione S-transferase family protein				glutathione S-transferase family protein
OG0010880	OG0010880.0		glycosyl transferase				glycosyltransferase; glycosyl transferase
OG0010881	OG0010881.0	groEL	molecular chaperone GroEL				molecular chaperone GroEL
OG0010882	OG0010882.0		DUF59 domain containing protein				DUF59 domain-containing protein; hypothetical protein
OG0010883	OG0010883.0		xyyeotse c al protein				hypothetical protein; monooxygenase; propane monooxygenase coupling protein
OG0010884	OG0010884.0		toluene hydroxy lase				toluene hydroxylase; monooxygenase component
OG0010885	OG0010885.0		methane monooxygenase				methane monooxygenase; monooxygenase component
OG0010886	OG0010886.14		hypothetical protein				hypothetical protein
OG0010887	OG0010887.0		hypothetical protein				hypothetical protein
OG0010888	OG0010888.6		hypothetical protein				hypothetical protein
OG0010889	OG0010889.8		pothrtb aa erttdi				hypothetical protein; non-ribosomal peptide synthetase
OG0010890	OG0010890.0		hypothetical protein				hypothetical protein; YdcF family protein
OG0010891	OG0010891.17		hypothetical protein				hypothetical protein
OG0010892	OG0010892.0		hypothetical protein				hypothetical protein
OG0010893	OG0010893.6		hypothetical protein				hypothetical protein
OG0010894	OG0010894.7		etic r a rrttii				hypothetical protein; glicine-rich protein
OG0010896	OG0010896.0		hypothetical protein				hypothetical protein
OG0010898	OG0010898.17		hypothetical protein				hypothetical protein
OG0010899	OG0010899.2		hypothetical protein				hypothetical protein
OG0010900	OG0010900.0		hypothetical protein				hypothetical protein
OG0010901	OG0010901.9		ThuA domain-containing protein				ThuA domain-containing protein
OG0010903	OG0010903.0		hypothetical protein				hypothetical protein
OG0010904	OG0010904.1		hypothetical protein				hypothetical protein
OG0010905	OG0010905.0		hypothetical protein				hypothetical protein
OG0010906	OG0010906.0		hypothetical protein				hypothetical protein
OG0010907	OG0010907.4		DUF3380 domain containing protein				DUF3380 domain-containing protein
OG0010908	OG0010908.14		aCoA r ddrtaee				trans-2-enoyl-CoA reductase; alcohol dehydrogenase
OG0010909	OG0010909.10	parB	chromosome partitioning protein ParB				partitioning protein; chromosome partitioning protein ParB
OG0010910	OG0010910.16		yhortetiail rroteas				hypothetical protein; short-chain dehydrogenase
OG0010911	OG0010911.0		DUF3606 domaincontaining protein				hypothetical protein; DUF3606 domain-containing protein
OG0010912	OG0010912.7		hypothetical protein				hypothetical protein
OG0010913	OG0010913.0		hypothetical protein				hypothetical protein; RecA-family ATPase
OG0010914	OG0010914.16		MFS transporter				MFS transporter
OG0010915	OG0010915.2		hypothetical protein				hypothetical protein
OG0010916	OG0010916.6		DUF262 domain containing protein				DUF262 domain-containing protein
OG0010918	OG0010918.0	modC	DUF2478 domain containing protein				DUF2478 domain-containing protein; molybdenum ABC transporter ATP-binding protein
OG0010919	OG0010919.0		radical SAM/SPASM domain containing protein				radical SAM/SPASM domain-containing protein
OG0010920	OG0010920.0		cyclic nucleotide binding protein				cyclic nucleotide-binding protein; alpha/beta hydrolase
OG0010921	OG0010921.7		hypothetical protein				hypothetical protein
OG0010922	OG0010922.5		ornithine decarboxylase				ornithine decarboxylase
OG0010923	OG0010923.2		drmaie aostaiated protein				urease-associated protein; DUF1311 domain-containing protein
OG0010926	OG0010926.16		aig-ao aiptid rrttii				signal peptide protein; cupin domain-containing protein
OG0010928	OG0010928.0		methyltransferase				hypothetical protein; methyltransferase
OG0010929	OG0010929.2		DUF4336 domain containing protein				DUF4336 domain-containing protein
OG0010930	OG0010930.2		hypothetical protein				hypothetical protein
OG0010931	OG0010931.0		rresoose rreuuattr				two-component system response regulator; response regulator; DNA-binding response regulator
OG0010932	OG0010932.14		Trate				hypothetical protein; ATPase
OG0010933	OG0010933.0		hypothetic al protein		WSM419_Smed_1298		hypothetical protein; transcriptional regulator; XRE family transcriptional regulator
OG0010934	OG0010934.11		hypothetical protein				hypothetical protein
OG0010935	OG0010935.17		pilus assembly protein				pilus assembly protein
OG0010936	OG0010936.15		hypothetical protein				hypothetical protein
OG0010937	OG0010937.1		polysaccharide deacetylase family protein				polysaccharide deacetylase family protein
OG0010939	OG0010939.14		ambdt tr osfer				gamma-glutamyl-gamma-aminobutyrate hydrolase; amidotransferase
OG0010940	OG0010940.0		hypothetical protein				hypothetical protein
OG0010941	OG0010941.0		hypothetical protein				hypothetical protein
OG0010942	OG0010942.0		hypothetical protein				hypothetical protein
OG0010943	OG0010943.7		ca b b f y protein				hypothetical protein; carboxymuconolactone decarboxylase family protein
OG0010944	OG0010944.0		hypothetical protein				hypothetical protein
OG0010946	OG0010946.12		TetR/AcrR family transcriptional regulator				TetR/AcrR family transcriptional regulator
OG0010947	OG0010947.18		ferredoxin:oxidoreductase FAD/NAD(P)-binding protein				ferredoxin:oxidoreductase FAD/NAD(P)-binding protein
OG0010948	OG0010948.6		YitT fa mily protein				transmembrane protein; YitT family protein
OG0010949	OG0010949.13		NAD(P)-dependent oxidoreductase				NAD(P)-dependent oxidoreductase
OG0010950	OG0010950.18		transposase domain-containing protein				transposase domain-containing protein
OG0010951	OG0010951.0		sugar ABC transporter substrate binding protein				sugar ABC transporter substrate-binding protein; ABC transporter substrate-binding protein
OG0010952	OG0010952.0		hypothetic al protein				hypothetical protein; strictosidine synthase
OG0010953	OG0010953.4		dihydrodipicolinate synthase family protein				dihydrodipicolinate synthase family protein; hypothetical protein
OG0010954	OG0010954.0		histidine phosphatase family protein				hypothetical protein; histidine phosphatase family protein
OG0010955	OG0010955.0		yoti potn				hypothetical protein; DUF1679 domain-containing protein; aminoglycoside phosphotransferase
OG0010956	OG0010956.0		hypothetical protein				hypothetical protein; sugar dehydrogenase
OG0010957	OG0010957.13		hypothetical protein				hypothetical protein
OG0010958	OG0010958.0		esterase				esterase; alpha/beta hydrolase
OG0010959	OG0010959.0		DUF2235 domain containing protein				hypothetical protein; DUF2235 domain-containing protein
OG0010960	OG0010960.0		Hpt domain co nt aining protein				Hpt domain-containing protein; two-component sensor histidine kinase
OG0010961	OG0010961.0		TetR/AcrR family transcriptional regulator				TetR/AcrR family transcriptional regulator
OG0010962	OG0010962.0		nuclear transport factor 2 fam ily protein				nuclear transport factor 2 family protein; DUF4440 domain-containing protein
OG0010963	OG0010963.0		pentapeptide repeatcontaining protein				hypothetical protein; pentapeptide repeat-containing protein
OG0010964	OG0010964.0		DUF4102 domaincontaining protein				DUF4102 domain-containing protein; hypothetical protein
OG0010965	OG0010965.10		TRAP transporter small permease				TRAP transporter small permease
OG0010966	OG0010966.0		C4 dicarboxylate ABC transporter substrate binding protein				C4-dicarboxylate ABC transporter substrate-binding protein
OG0010967	OG0010967.2		hypothetical protein				hypothetical protein; DUF1236 domain-containing protein
OG0010968	OG0010968.6		T f mily efflax prrter				hypothetical protein; MATE family efflux transporter
OG0010969	OG0010969.0		aspartate aminotransferase family protein		WSM419_Smed_5089		aspartate aminotransferase family protein; class III aminotransferase
OG0010970	OG0010970.0		methyl accepting chemotaxis protein				methyl-accepting chemotaxis protein; methyl accepting chemotaxis protein
OG0010971	OG0010971.7		hypothetical protein				hypothetical protein
OG0010972	OG0010972.14		ferric drotaie				hypothetical protein; ferric reductase
OG0010973	OG0010973.0		helix turn helix domain containing protein				hypothetical protein; transposase; helix-turn-helix domain-containing protein
OG0010974	OG0010974.0		hypothetical protein				hypothetical protein
OG0010975	OG0010975.0		hypothetical protein				hypothetical protein
OG0010976	OG0010976.0		SET domain containing protein lysine N methyltransferase				hypothetical protein; SET domain-containing protein; SET domain-containing protein-lysine N-methyltransferase
OG0010977	OG0010977.2		ABC transporter permease				ABC transporter permease
OG0010978	OG0010978.0		TIGR04028 family ABC transporter substrate binding protein				TIGR04028 family ABC transporter substrate-binding protein; ABC transporter substrate-binding protein
OG0010979	OG0010979.0		hypothetical protein				hypothetical protein
OG0010980	OG0010980.0		phage holin family protein				phage holin family protein; hypothetical protein
OG0010981	OG0010981.0		hypothetical protein				hypothetical protein
OG0010982	OG0010982.8		twA biodint response regulator				two-component response regulator; DNA-binding response regulator
OG0010983	OG0010983.6		hypothetical protein				hypothetical protein
OG0010984	OG0010984.0		tetratricopeptide repeat protein				hypothetical protein; tetratricopeptide repeat protein
OG0010986	OG0010986.8		hypothetical protein				hypothetical protein
OG0010987	OG0010987.0		ABC transporter substrate binding protein				ABC transporter substrate-binding protein
OG0010988	OG0010988.5		hypothetical protein				hypothetical protein
OG0010989	OG0010989.14		hypothetical protein				hypothetical protein
OG0010990	OG0010990.0		hypothetical protein				hypothetical protein
OG0010991	OG0010991.0		hypothetical protein				hypothetical protein
OG0010992	OG0010992.0		hypothetical protein				hypothetical protein
OG0010993	OG0010993.0		hypothetical protein				hypothetical protein
OG0010994	OG0010994.0		hypothetical protein				hypothetical protein
OG0010995	OG0010995.2		NAD(P) dependent oxidoreductase				dehydrogenase; NAD(P)-dependent oxidoreductase
OG0010996	OG0010996.0		hypothetical protein				hypothetical protein
OG0010997	OG0010997.6		hypothetical protein				hypothetical protein
OG0010998	OG0010998.6		sy teeti ca b orete				hypothetical protein; LysM peptidoglycan-binding domain-containing protein
OG0010999	OG0010999.11		hypothetical protein				hypothetical protein
OG0011000	OG0011000.0		response regulator				response regulator; two-component response regulator
OG0011001	OG0011001.0		hypothetical protein				hypothetical protein
OG0011002	OG0011002.0		GAF domaincontaining protein				hypothetical protein; GAF domain-containing protein
OG0011003	OG0011003.0		hypothetical protein				hypothetical protein; N-acetyltransferase; GNAT family N-acetyltransferase
OG0011004	OG0011004.18		acetyltransferase				acetyltransferase
OG0011005	OG0011005.1		b urd AC rrassorrtrr				urea ABC transporter; branched-chain amino acid ABC transporter permease
OG0011006	OG0011006.0		hypothetical protein				hypothetical protein
OG0011007	OG0011007.2		DUF2000 domain containing protein				DUF2000 domain-containing protein
OG0011008	OG0011008.8		hypothetical protein				hypothetical protein
OG0011008	OG0011008.4		hypothetical protein				hypothetical protein
OG0011009	OG0011009.0		tetratricopeptide repeat protein				hypothetical protein; tetratricopeptide repeat protein
OG0011010	OG0011010.4		hypothetical protein				hypothetical protein
OG0011013	OG0011013.6		hypothetical protein				hypothetical protein
OG0011013	OG0011013.15		hypothetical protein				hypothetical protein
OG0011013	OG0011013.18		hypothetical protein				hypothetical protein
OG0011015	OG0011015.6		hypothetical protein				hypothetical protein
OG0011016	OG0011016.0		hypothetical protein				hypothetical protein
OG0011017	OG0011017.4		LacI family transcriptional regulator				LacI family transcriptional regulator
OG0011022	OG0011022.7		pyridoxamine 5'-phosphate oxidase family protein				pyridoxamine 5'-phosphate oxidase family protein
OG0011047	OG0011047.0		type I restriction modification system subunit				conserved hypothetical protein; putative DNA methylase; type I restriction-modification system subunit M; SAM-dependent DNA methyltransferase; type I restriction-modification system specificity subunit
OG0011050	OG0011050.0		tyee t mttyytrrasffrrae				type 11 methyltransferase; class I SAM-dependent methyltransferase
OG0011066	OG0011066.1		NAD(P)/FAD-dependent oxidoreductase				NAD(P)/FAD-dependent oxidoreductase
OG0011077	OG0011077.1		VWA domain-containing protein				VWA domain-containing protein
OG0011078	OG0011078.1		VWA domain-containing protein				VWA domain-containing protein
OG0011079	OG0011079.1		hypothetical protein				hypothetical protein
OG0011080	OG0011080.1		DUF58 domain-containing protein				DUF58 domain-containing protein
OG0011122	OG0011122.16		ABC transporter permease				ABC transporter permease
OG0011124	OG0011124.5		hypothetical protein		WSM419_Smed_4429		hypothetical protein
OG0011128	OG0011128.10		hypothetical protein				hypothetical protein
OG0011129	OG0011129.15		ferredoxin				ferredoxin
OG0011129	OG0011129.16		(2Fe-2S)-binding protein				(2Fe-2S)-binding protein
OG0011129	OG0011129.17		(2Fe-2S)-binding protein				(2Fe-2S)-binding protein
OG0011130	OG0011130.1		3 hydroxyacyl CoA dehydrogenase				3-hydroxyacyl-CoA dehydrogenase
OG0011132	OG0011132.2		substrate binding protein				hypothetical protein; substrate-binding protein
OG0011133	OG0011133.0		ATPase				ATPase
OG0011134	OG0011134.17		hypothetical protein				hypothetical protein
OG0011134	OG0011134.8		hypothetical protein				hypothetical protein
OG0011135	OG0011135.0		hypothetical protein				hypothetical protein
OG0011136	OG0011136.0		hypothetical protein		WSM419_Smed_1911		hypothetical protein; SAM-dependent DNA methyltransferase
OG0011137	OG0011137.4		hypo thetic al protein				hypothetical protein; nuclear transport factor 2 family protein
OG0011138	OG0011138.4		tetratricopeptide repeat containing protein				tetratricopeptide repeat-containing protein
OG0011139	OG0011139.3		tail protein				phage tail protein; tail protein
OG0011140	OG0011140.0		a in				hypothetical protein; D-alanine--D-alanine ligase; ATP-grasp domain-containing protein
OG0011141	OG0011141.5		aminotransferase V f				aminotransferase; aminotransferase class V-fold PLP-dependent enzyme
OG0011142	OG0011142.10		eti erate				hypothetical protein; epimerase
OG0011143	OG0011143.10		adenylate/guanylate cyclase domain containing protein				adenylate/guanylate cyclase domain-containing protein
OG0011144	OG0011144.0		hypothetical protein				hypothetical protein
OG0011145	OG0011145.0		hypothetical protein		WSM419_Smed_1888		hypothetical protein
OG0011146	OG0011146.2		type II toxin antitoxin system prevent host death family antitoxin				hypothetical protein; type II toxin-antitoxin system prevent-host-death family antitoxin
OG0011147	OG0011147.18		glycine/betaine ABC transporter substrate-binding protein				glycine/betaine ABC transporter substrate-binding protein
OG0011147	OG0011147.6		glycine/betaine ABC transporter substrate-binding protein				glycine/betaine ABC transporter substrate-binding protein
OG0011148	OG0011148.0		flavin monoamine oxidase family protein				hypothetical protein; flavin monoamine oxidase family protein
OG0011149	OG0011149.0		hypothetical protein				hypothetical protein
OG0011150	OG0011150.1		AP endonuclease				AP endonuclease; endonuclease/exonuclease/phosphatase
OG0011151	OG0011151.0	ccmD	heme exporter protein CcmD		WSM419_Smed_3087		heme exporter protein CcmD
OG0011152	OG0011152.0		NIPSNAP family protein				NIPSNAP family protein; NIPSNAP family containing protein
OG0011153	OG0011153.0		DUF4910 domain containing protein				aminopeptidase; DUF4910 domain-containing protein
OG0011155	OG0011155.4		nuclease		WSM419_Smed_6411		thermonuclease family protein; hypothetical protein; nuclease
OG0011156	OG0011156.3		hypothetical protein				hypothetical protein
OG0011157	OG0011157.0		b a guyoo r fdrae		WSM419_Smed_5687		beta-glucosidase; group 1 glycosyl transferase; glycosyl transferase family 1
OG0011158	OG0011158.10		DUF72 domain containing protein				DUF72 domain-containing protein
OG0011158	OG0011158.2		DUF72 domain-containing protein				DUF72 domain-containing protein
OG0011159	OG0011159.0		pyridoxal phosphate dependent aminotransferase				pyridoxal phosphate-dependent aminotransferase
OG0011160	OG0011160.8		hypothetical protein				hypothetical protein; transporter
OG0011161	OG0011161.4		glycosyl transferase				glycosyl transferase
OG0011162	OG0011162.10		L,D transpeptidase				L,D-transpeptidase
OG0011163	OG0011163.0		LacI family DNA binding transcriptional regulator				LacI family DNA-binding transcriptional regulator; LacI family transcriptional regulator
OG0011164	OG0011164.2		hypothetical protein				hypothetical protein
OG0011165	OG0011165.0		met alloprotease				hypothetical protein; metalloprotease inhibitor; metalloprotease
OG0011166	OG0011166.2		ettyytrrasffrrae				SAM-dependent methyltransferase; class I SAM-dependent methyltransferase; methyltransferase domain-containing protein
OG0011167	OG0011167.0		ROK family transcriptional regulator				ROK family protein; ROK family transcriptional regulator
OG0011168	OG0011168.0		IS630 family transposase				IS630 family transposase; hypothetical protein
OG0011169	OG0011169.0		DUF1003 domain containing protein				DUF1003 domain-containing protein
OG0011170	OG0011170.0		protein kinase r				hypothetical protein; protein kinase domain-containing protein; protein kinase
OG0011171	OG0011171.2		hypothetical protein		WSM419_Smed_6148		hypothetical protein
OG0011172	OG0011172.0		hypothetical protein				hypothetical protein
OG0011173	OG0011173.0		hydrogenase ass embly protein HupF				hydrogenase expression/formation protein HupK; hydrogenase assembly protein HupF
OG0011174	OG0011174.4		curlin				curlin; curlin associated; conserved exported protein of unknown function
OG0011175	OG0011175.0		transcriptional regulator				transcriptional regulator; hypothetical protein
OG0011176	OG0011176.2		hypothetical protein				hypothetical protein
OG0011177	OG0011177.0		PIN domain containing protein		WSM419_Smed_6500		PilT domain-containing protein; nucleic acid-binding protein; PIN domain-containing protein
OG0011178	OG0011178.0		acyltransferase				acyltransferase
OG0011179	OG0011179.0		co nt n t in				HAMP domain-containing protein; sensor histidine kinase; two-component sensor histidine kinase; two-component hybrid sensor and regulator
OG0011180	OG0011180.8		hypothetical protein				hypothetical protein
OG0011181	OG0011181.10		glyoxalase				glyoxalase; glyoxalase/bleomycin resistance protein/dioxygenase
OG0011182	OG0011182.2		NUDIX domain containing protein				NUDIX hydrolase; NUDIX domain-containing protein
OG0011183	OG0011183.0		LuxR family transcriptional regulator				LuxR family transcriptional regulator; helix-turn-helix transcriptional regulator
OG0011184	OG0011184.0		hypothetical protein				hypothetical protein
OG0011185	OG0011185.0		type VI secretion system baseplate subunit TssK				type VI secretion system baseplate subunit TssK
OG0011186	OG0011186.0		type VI secretion system lipoprotein TssJ				type VI secretion system lipoprotein TssJ
OG0011187	OG0011187.0		type VI secretion system baseplate subunit TssG				type VI secretion system baseplate subunit TssG
OG0011188	OG0011188.0		type VI secretion system tube protein Hcp				type VI secretion system tube protein Hcp
OG0011189	OG0011189.0		hypothetical protein				hypothetical protein; superfamily I DNA/RNA helicase
OG0011190	OG0011190.0		hypothetic al protein		WSM419_Smed_1905,WSM419_Smed_4846		hypothetical protein; GcrA cell cycle regulator
